Current_density(mA/g),Limited_specific_capacity(mAh/g),Current_density(mA/g).1,Limited_specific_capacity(mAh/g).1,Atomic_Weight_of_M1,Atomic_Weight_of_M2,Atomic_Weight_of_N,Covalent_Radius_of_M1,Covalent_Radius_of_M2,Covalent_Radius_of_N,VanDer_Waals_Radius_of_M1,VanDer_Waals_Radius_of_M2,VanDer_Waals_Radius_of_N,Atomic_Volume_of_M1,Atomic_Volume_of_M2,Atomic_Volume_of_N,Electron_Affinity_of_M1,Electron_Affinity_of_M2,Electron_Affinity_of_N,d-electron_number_of_M1,d-electron_number_of_M2,p-electron_number_of_N,Difference_in_the_d-electron_number_of_M1_and_M2,Average_d-electron_number_of_M1_and_M2,Number_of_valence_electrons_of_M1,Number_of_valence_electrons_of_M2,Number_of_valence_electrons_of_N,Difference_in_the_valence-electron_number_of_M1_and_M2,Average_valence-electron_number_of_M1_and_M2,First_ionization_energy_of_M1,First_ionization_energy_of_M2,First_ionization_energy_of_N,Difference_in_the_First_ionization_energy_of_metals,Electrical_Conductivity_of_M1,Electrical_Conductivity_of_M2,Thermal_Conductivity_of_M1,Thermal_Conductivity_of_M2,Pauling_electronegativity_of_M1,Pauling_electronegativity_of_M2,Pauling_electronegativity_of_N,Difference_in_the_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_N,Average_electronegativity_of_M2_and_N,Average_electronegativity_of_active_site_(M1-M2-N),Correction_of_d_electron_number_of_M1_with_electronegativity_of_M2,Correction_of_d_electron_number_of_M1_with_electronegativity_of_N,Correction_of_d_electron_number_of_M1_with_average_Electronegativity_of_M2_and_N,Correction_of_d_electron_number_of_M1_with_sum_atomic_radius_of_M1_and_M2,d-band_center_of_M1,d-band_center_of_M2
500.0,1000.0,500.0,1000.0,58.933,58.693,32.06,116.0,115.0,102.0,192.0,163.0,180.0,6.71,6.59,15.5,63.0,112.0,200.4,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,999.6,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,2.58,-0.03,1.895,2.23,2.245,2.123333333,13.37,18.06,15.715,1890.0,-1.3,-1.4
500.0,1000.0,500.0,1000.0,58.693,0.0,32.06,115.0,0.0,102.0,163.0,0.0,180.0,6.59,0.0,15.5,112.0,0.0,200.4,8.0,0.0,4.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,737.1,0.0,999.6,0.0,14400000.0,0.0,91.4,0.0,1.91,0.0,2.58,0.0,0.0,2.245,0.0,0.0,0.0,20.64,0.0,0.0,-1.4,0.0
500.0,500.0,500.0,500.0,58.933,0.0,32.06,116.0,0.0,102.0,192.0,0.0,180.0,6.71,0.0,15.5,63.0,0.0,200.4,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,999.6,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,2.58,0.0,0.0,2.23,0.0,0.0,0.0,18.06,0.0,0.0,-1.3,0.0
200.0,500.0,200.0,500.0,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0
200.0,500.0,200.0,500.0,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0
100.0,800.0,100.0,800.0,58.693,58.933,15.999,115.0,116.0,73.0,163.0,192.0,152.0,6.59,6.71,14.0,112.0,63.0,141.0,8.0,7.0,4.0,1.0,7.5,10.0,9.0,6.0,1.0,9.5,737.1,760.4,1313.9,-23.3,14400000.0,17200000.0,91.4,100.0,1.91,1.88,3.44,0.03,1.895,2.675,2.66,2.41,15.04,27.52,21.28,1848.0,-1.4,-1.3
500.0,1000.0,100.0,1000.0,58.933,55.845,14.007,116.0,115.0,75.0,192.0,194.0,155.0,6.71,7.11,17.3,63.0,15.0,-7.0,7.0,6.0,3.0,1.0,6.5,9.0,8.0,5.0,1.0,8.5,760.4,762.5,1402.3,-2.1,17200000.0,10000000.0,100.0,80.4,1.88,1.83,3.04,0.05,1.855,2.46,2.435,2.25,12.81,21.28,17.045,1890.0,-1.3,-1.45
1000.0,600.0,1000.0,600.0,47.867,58.933,15.999,136.0,116.0,73.0,187.0,192.0,152.0,10.64,6.71,14.0,7.6,63.0,141.0,2.0,7.0,4.0,-5.0,4.5,4.0,9.0,6.0,-5.0,6.5,658.8,760.4,1313.9,-101.6,2340000.0,17200000.0,21.9,100.0,1.54,1.88,3.44,-0.34,1.71,2.49,2.66,2.286666667,3.76,6.88,5.32,504.0,-2.2,-1.3
100.0,500.0,100.0,500.0,138.91,58.693,15.999,169.0,115.0,73.0,240.0,163.0,152.0,22.6,6.59,14.0,48.0,112.0,141.0,1.0,8.0,4.0,-7.0,4.5,3.0,10.0,6.0,-7.0,6.5,538.1,737.1,1313.9,-199.0,1340000.0,14400000.0,13.4,91.4,1.1,1.91,3.44,-0.81,1.505,2.27,2.675,2.15,1.91,3.44,2.675,284.0,0.0,-1.4
200.0,250.0,200.0,250.0,138.91,55.845,15.999,169.0,115.0,73.0,240.0,194.0,152.0,22.6,7.11,14.0,48.0,15.0,141.0,1.0,6.0,4.0,-5.0,3.5,3.0,8.0,6.0,-5.0,5.5,538.1,762.5,1313.9,-224.4,1340000.0,10000000.0,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284.0,0.0,-1.45
200.0,250.0,200.0,250.0,138.91,55.845,15.999,169.0,115.0,73.0,240.0,194.0,152.0,22.6,7.11,14.0,48.0,15.0,141.0,1.0,6.0,4.0,-5.0,3.5,3.0,8.0,6.0,-5.0,5.5,538.1,762.5,1313.9,-224.4,1340000.0,10000000.0,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284.0,0.0,-1.45
200.0,500.0,200.0,500.0,47.867,0.0,12.011,136.0,0.0,76.0,187.0,0.0,170.0,10.64,0.0,5.29,7.6,0.0,121.8,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,658.8,0.0,1086.5,0.0,2340000.0,0.0,21.9,0.0,1.54,0.0,2.55,0.0,0.0,2.045,0.0,0.0,0.0,5.1,0.0,0.0,-2.2,0.0
500.0,500.0,500.0,500.0,58.693,55.845,15.999,115.0,115.0,73.0,163.0,194.0,152.0,6.59,7.11,14.0,112.0,15.0,141.0,8.0,6.0,4.0,2.0,7.0,10.0,8.0,6.0,2.0,9.0,737.1,762.5,1313.9,-25.4,14400000.0,10000000.0,91.4,80.4,1.91,1.83,3.44,0.08,1.87,2.675,2.635,2.393333333,14.64,27.52,21.08,1840.0,-1.4,-1.45
200.0,500.0,200.0,500.0,55.845,54.938,15.999,115.0,139.0,73.0,194.0,197.0,152.0,7.11,7.39,14.0,15.0,50.0,141.0,6.0,5.0,4.0,1.0,5.5,8.0,7.0,6.0,1.0,7.5,762.5,717.3,1313.9,45.2,10000000.0,695000.0,80.4,7.81,1.83,1.55,3.44,0.28,1.69,2.635,2.495,2.273333333,9.3,20.64,14.97,1524.0,-1.45,-1.6
500.0,500.0,200.0,1000.0,58.933,0.0,14.007,116.0,0.0,75.0,192.0,0.0,155.0,6.71,0.0,17.3,63.0,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,760.4,0.0,1402.3,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.04,0.0,0.0,2.46,0.0,0.0,0.0,21.28,0.0,0.0,-1.3,0.0
500.0,500.0,200.0,1000.0,95.95,0.0,32.06,139.0,0.0,102.0,209.0,0.0,180.0,9.38,0.0,15.5,72.0,0.0,200.4,5.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,684.3,0.0,999.6,0.0,18700000.0,0.0,138.0,0.0,2.16,0.0,2.58,0.0,0.0,2.37,0.0,0.0,0.0,12.9,0.0,0.0,-1.6,0.0
100.0,500.0,100.0,500.0,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,1000.0,100.0,1000.0,101.07,0.0,14.007,126.0,0.0,75.0,207.0,0.0,155.0,8.3,0.0,17.3,101.3,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,710.2,0.0,1402.3,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.04,0.0,0.0,2.62,0.0,0.0,0.0,21.28,0.0,0.0,-1.2,0.0
200.0,500.0,200.0,500.0,51.996,0.0,15.999,135.0,0.0,73.0,189.0,0.0,152.0,7.23,0.0,14.0,64.3,0.0,141.0,5.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,652.9,0.0,1313.9,0.0,7670000.0,0.0,93.7,0.0,1.66,0.0,3.44,0.0,0.0,2.55,0.0,0.0,0.0,17.2,0.0,0.0,-1.7,0.0
3300.0,1000.0,3300.0,1000.0,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0
500.0,500.0,500.0,500.0,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4
500.0,500.0,500.0,500.0,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4
200.0,500.0,200.0,500.0,58.933,101.07,15.999,116.0,126.0,73.0,192.0,207.0,152.0,6.71,8.3,14.0,63.0,101.3,141.0,7.0,7.0,4.0,0.0,7.0,9.0,8.0,6.0,1.0,8.5,760.4,710.2,1313.9,50.2,17200000.0,13700000.0,100.0,117.0,1.88,2.2,3.44,-0.32,2.04,2.66,2.82,2.506666667,15.4,24.08,19.74,1967.0,-1.3,-1.2
200.0,500.0,200.0,500.0,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0
50.0,300.0,50.0,300.0,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,1000.0,400.0,1000.0,58.933,63.55,15.999,116.0,132.0,73.0,192.0,140.0,152.0,6.71,7.11,14.0,63.0,118.4,141.0,7.0,10.0,4.0,-3.0,8.5,9.0,11.0,6.0,-2.0,10.0,760.4,745.5,1313.9,14.9,17200000.0,59600000.0,100.0,401.0,1.88,1.9,3.44,-0.02,1.89,2.66,2.67,2.406666667,13.3,24.08,18.69,1736.0,-1.3,-2.67
200.0,250.0,200.0,250.0,101.07,0.0,15.999,126.0,0.0,73.0,207.0,0.0,152.0,8.3,0.0,14.0,101.3,0.0,141.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,710.2,0.0,1313.9,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.44,0.0,0.0,2.82,0.0,0.0,0.0,24.08,0.0,0.0,-1.2,0.0
100.0,500.0,100.0,500.0,58.933,55.845,15.999,116.0,115.0,73.0,192.0,194.0,152.0,6.71,7.11,14.0,63.0,15.0,141.0,7.0,6.0,4.0,1.0,6.5,9.0,8.0,6.0,1.0,8.5,760.4,762.5,1313.9,-2.1,17200000.0,10000000.0,100.0,80.4,1.88,1.83,3.44,0.05,1.855,2.66,2.635,2.383333333,12.81,24.08,18.445,1890.0,-1.3,-1.45
500.0,1000.0,500.0,1000.0,58.933,101.07,15.999,116.0,126.0,73.0,192.0,207.0,152.0,6.71,8.3,14.0,63.0,101.3,141.0,7.0,7.0,4.0,0.0,7.0,9.0,8.0,6.0,1.0,8.5,760.4,710.2,1313.9,50.2,17200000.0,13700000.0,100.0,117.0,1.88,2.2,3.44,-0.32,2.04,2.66,2.82,2.506666667,15.4,24.08,19.74,1967.0,-1.3,-1.2
100.0,1000.0,100.0,1000.0,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4
500.0,1000.0,500.0,1000.0,58.933,0.0,14.007,116.0,0.0,75.0,192.0,0.0,155.0,6.71,0.0,17.3,63.0,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,760.4,0.0,1402.3,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.04,0.0,0.0,2.46,0.0,0.0,0.0,21.28,0.0,0.0,-1.3,0.0
500.0,1000.0,100.0,1000.0,95.95,55.845,32.06,139.0,115.0,102.0,209.0,194.0,180.0,9.38,7.11,15.5,72.0,15.0,200.4,5.0,6.0,4.0,-1.0,5.5,6.0,8.0,6.0,-2.0,7.0,684.3,762.5,999.6,-78.2,18700000.0,10000000.0,138.0,80.4,2.16,1.83,2.58,0.33,1.995,2.37,2.205,2.19,9.15,12.9,11.025,1270.0,-1.6,-1.45
500.0,1000.0,100.0,1000.0,95.95,0.0,32.06,139.0,0.0,102.0,209.0,0.0,180.0,9.38,0.0,15.5,72.0,0.0,200.4,5.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,684.3,0.0,999.6,0.0,18700000.0,0.0,138.0,0.0,2.16,0.0,2.58,0.0,0.0,2.37,0.0,0.0,0.0,12.9,0.0,0.0,-1.6,0.0
200.0,1000.0,200.0,1000.0,101.07,0.0,14.007,126.0,0.0,75.0,207.0,0.0,155.0,8.3,0.0,17.3,101.3,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,710.2,0.0,1402.3,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.04,0.0,0.0,2.62,0.0,0.0,0.0,21.28,0.0,0.0,-1.2,0.0
400.0,1000.0,100.0,1000.0,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0
100.0,500.0,100.0,500.0,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,1000.0,200.0,1000.0,58.933,58.693,30.974,116.0,115.0,107.0,192.0,163.0,180.0,6.71,6.59,17.0,63.0,112.0,72.0,7.0,8.0,3.0,-1.0,7.5,9.0,10.0,5.0,-1.0,9.5,760.4,737.1,1011.8,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,2.19,-0.03,1.895,2.035,2.05,1.993333333,13.37,15.33,14.35,1890.0,-1.3,-1.4
200.0,1000.0,200.0,1000.0,58.933,58.693,32.06,116.0,115.0,102.0,192.0,163.0,180.0,6.71,6.59,15.5,63.0,112.0,200.4,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,999.6,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,2.58,-0.03,1.895,2.23,2.245,2.123333333,13.37,18.06,15.715,1890.0,-1.3,-1.4
500.0,600.0,500.0,600.0,58.933,58.693,30.974,116.0,115.0,107.0,192.0,163.0,180.0,6.71,6.59,17.0,63.0,112.0,72.0,7.0,8.0,3.0,-1.0,7.5,9.0,10.0,5.0,-1.0,9.5,760.4,737.1,1011.8,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,2.19,-0.03,1.895,2.035,2.05,1.993333333,13.37,15.33,14.35,1890.0,-1.3,-1.4
100.0,500.0,100.0,2000.0,58.933,195.08,15.999,116.0,136.0,73.0,192.0,175.0,152.0,6.71,9.1,14.0,63.0,205.3,141.0,7.0,9.0,4.0,-2.0,8.0,9.0,10.0,6.0,-1.0,9.5,760.4,870.8,1313.9,-110.4,17200000.0,94000000.0,100.0,71.6,1.88,2.28,3.44,-0.4,2.08,2.66,2.86,2.533333333,15.96,24.08,20.02,1918.0,-1.3,-2.2
100.0,500.0,100.0,500.0,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4
100.0,500.0,100.0,500.0,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,1000.0,500.0,1000.0,101.07,0.0,15.999,126.0,0.0,73.0,207.0,0.0,152.0,8.3,0.0,14.0,101.3,0.0,141.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,710.2,0.0,1313.9,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.44,0.0,0.0,2.82,0.0,0.0,0.0,24.08,0.0,0.0,-1.2,0.0
100.0,500.0,100.0,500.0,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,500.0,200.0,500.0,58.693,0.0,14.007,115.0,0.0,75.0,163.0,0.0,155.0,6.59,0.0,17.3,112.0,0.0,-7.0,8.0,0.0,3.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,737.1,0.0,1402.3,0.0,14400000.0,0.0,91.4,0.0,1.91,0.0,3.04,0.0,0.0,2.475,0.0,0.0,0.0,24.32,0.0,0.0,-1.4,0.0
500.0,500.0,500.0,500.0,58.693,0.0,14.007,115.0,0.0,75.0,163.0,0.0,155.0,6.59,0.0,17.3,112.0,0.0,-7.0,8.0,0.0,3.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,737.1,0.0,1402.3,0.0,14400000.0,0.0,91.4,0.0,1.91,0.0,3.04,0.0,0.0,2.475,0.0,0.0,0.0,24.32,0.0,0.0,-1.4,0.0
200.0,500.0,200.0,500.0,101.07,0.0,15.999,126.0,0.0,73.0,207.0,0.0,152.0,8.3,0.0,14.0,101.3,0.0,141.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,710.2,0.0,1313.9,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.44,0.0,0.0,2.82,0.0,0.0,0.0,24.08,0.0,0.0,-1.2,0.0
200.0,1000.0,200.0,1000.0,55.845,0.0,14.007,115.0,0.0,75.0,194.0,0.0,155.0,7.11,0.0,17.3,15.0,0.0,-7.0,6.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,762.5,0.0,1402.3,0.0,10000000.0,0.0,80.4,0.0,1.83,0.0,3.04,0.0,0.0,2.435,0.0,0.0,0.0,18.24,0.0,0.0,-1.45,0.0
500.0,500.0,500.0,1000.0,58.933,55.845,15.999,116.0,115.0,73.0,192.0,194.0,152.0,6.71,7.11,14.0,63.0,15.0,141.0,7.0,6.0,4.0,1.0,6.5,9.0,8.0,6.0,1.0,8.5,760.4,762.5,1313.9,-2.1,17200000.0,10000000.0,100.0,80.4,1.88,1.83,3.44,0.05,1.855,2.66,2.635,2.383333333,12.81,24.08,18.445,1890.0,-1.3,-1.45
100.0,500.0,100.0,500.0,55.845,0.0,15.999,115.0,0.0,73.0,194.0,0.0,152.0,7.11,0.0,14.0,15.0,0.0,141.0,6.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,762.5,0.0,1313.9,0.0,10000000.0,0.0,80.4,0.0,1.83,0.0,3.44,0.0,0.0,2.635,0.0,0.0,0.0,20.64,0.0,0.0,-1.45,0.0
200.0,500.0,200.0,500.0,138.91,55.845,15.999,169.0,115.0,73.0,240.0,194.0,152.0,22.6,7.11,14.0,48.0,15.0,141.0,1.0,6.0,4.0,-5.0,3.5,3.0,8.0,6.0,-5.0,5.5,538.1,762.5,1313.9,-224.4,1340000.0,10000000.0,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284.0,0.0,-1.45
200.0,500.0,200.0,500.0,55.845,138.91,15.999,115.0,169.0,73.0,194.0,240.0,152.0,7.11,22.6,14.0,15.0,48.0,141.0,6.0,1.0,4.0,5.0,3.5,8.0,3.0,6.0,5.0,5.5,762.5,538.1,1313.9,224.4,10000000.0,1340000.0,80.4,13.4,1.83,1.1,3.44,0.73,1.465,2.635,2.27,2.123333333,6.6,20.64,13.62,1704.0,-1.45,0.0
200.0,500.0,200.0,500.0,55.845,138.91,15.999,115.0,169.0,73.0,194.0,240.0,152.0,7.11,22.6,14.0,15.0,48.0,141.0,6.0,1.0,4.0,5.0,3.5,8.0,3.0,6.0,5.0,5.5,762.5,538.1,1313.9,224.4,10000000.0,1340000.0,80.4,13.4,1.83,1.1,3.44,0.73,1.465,2.635,2.27,2.123333333,6.6,20.64,13.62,1704.0,-1.45,0.0
250.0,500.0,250.0,500.0,58.933,101.07,15.999,116.0,126.0,73.0,192.0,207.0,152.0,6.71,8.3,14.0,63.0,101.3,141.0,7.0,7.0,4.0,0.0,7.0,9.0,8.0,6.0,1.0,8.5,760.4,710.2,1313.9,50.2,17200000.0,13700000.0,100.0,117.0,1.88,2.2,3.44,-0.32,2.04,2.66,2.82,2.506666667,15.4,24.08,19.74,1967.0,-1.3,-1.2
500.0,1000.0,100.0,1000.0,54.938,0.0,15.999,139.0,0.0,73.0,197.0,0.0,152.0,7.39,0.0,14.0,50.0,0.0,141.0,5.0,0.0,4.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,717.3,0.0,1313.9,0.0,695000.0,0.0,7.81,0.0,1.55,0.0,3.44,0.0,0.0,2.495,0.0,0.0,0.0,17.2,0.0,0.0,-1.6,0.0
200.0,500.0,200.0,500.0,58.933,101.07,14.007,116.0,126.0,75.0,192.0,207.0,155.0,6.71,8.3,17.3,63.0,101.3,-7.0,7.0,7.0,3.0,0.0,7.0,9.0,8.0,5.0,1.0,8.5,760.4,710.2,1402.3,50.2,17200000.0,13700000.0,100.0,117.0,1.88,2.2,3.04,-0.32,2.04,2.46,2.62,2.373333333,15.4,21.28,18.34,1967.0,-1.3,-1.2
200.0,500.0,200.0,500.0,58.933,0.0,14.007,116.0,0.0,75.0,192.0,0.0,155.0,6.71,0.0,17.3,63.0,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,760.4,0.0,1402.3,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.04,0.0,0.0,2.46,0.0,0.0,0.0,21.28,0.0,0.0,-1.3,0.0
100.0,1000.0,100.0,1000.0,55.845,0.0,14.007,115.0,0.0,75.0,194.0,0.0,155.0,7.11,0.0,17.3,15.0,0.0,-7.0,6.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,762.5,0.0,1402.3,0.0,10000000.0,0.0,80.4,0.0,1.83,0.0,3.04,0.0,0.0,2.435,0.0,0.0,0.0,18.24,0.0,0.0,-1.45,0.0
500.0,1000.0,500.0,1000.0,51.996,50.942,15.999,135.0,131.0,73.0,189.0,192.0,152.0,7.23,8.35,14.0,64.3,50.6,141.0,5.0,3.0,4.0,2.0,4.0,6.0,5.0,6.0,1.0,5.5,652.9,650.9,1313.9,2.0,7670000.0,4890000.0,93.7,30.7,1.66,1.63,3.44,0.03,1.645,2.55,2.535,2.243333333,8.15,17.2,12.675,1330.0,-1.7,-1.8
500.0,2000.0,500.0,500.0,101.07,0.0,15.999,126.0,0.0,73.0,207.0,0.0,152.0,8.3,0.0,14.0,101.3,0.0,141.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,710.2,0.0,1313.9,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.44,0.0,0.0,2.82,0.0,0.0,0.0,24.08,0.0,0.0,-1.2,0.0
200.0,500.0,200.0,500.0,58.693,58.933,30.974,115.0,116.0,107.0,163.0,192.0,180.0,6.59,6.71,17.0,112.0,63.0,72.0,8.0,7.0,3.0,1.0,7.5,10.0,9.0,5.0,1.0,9.5,737.1,760.4,1011.8,-23.3,14400000.0,17200000.0,91.4,100.0,1.91,1.88,2.19,0.03,1.895,2.05,2.035,1.993333333,15.04,17.52,16.28,1848.0,-1.4,-1.3
