record_id,DOI,data_source,fold,assignment
R0086,https://doi.org/10.1016/j.est.2023.109342,288,4,train
R0087,https://doi.org/10.1016/j.est.2023.109342,288,4,train
R0088,https://doi.org/10.1016/j.est.2023.109342,288,4,train
R0089,https://doi.org/10.1016/j.jcis.2022.12.148,290,4,train
R0090,https://doi.org/10.1016/j.cej.2022.139524,295,4,train
R0091,https://doi.org/10.1039/d1qi01260f,296,4,train
R0092,https://doi.org/10.1016/j.carbon.2022.04.080,298,4,train
R0093,https://doi.org/10.1016/j.jallcom.2022.163703,301,4,train
R0094,https://doi.org/10.1016/j.electacta.2022.140894,304,4,train
R0095,https://doi.org/10.1002/smll.202206611,305,4,train
R0099,https://doi.org/10.1021/acsami.2c19975,311,4,train
R0100,https://doi.org/10.1021/acscatal.2c02544,312,4,train
R0101,https://doi.org/10.1021/acscatal.2c02544,312,4,train
R0102,https://doi.org/10.1126/sciadv.abq6261,316,4,train
R0108,https://doi.org/10.1016/j.cej.2022.138462,322,4,train
R0109,https://doi.org/10.1002/smll.202302598,323,4,train
R0111,https://doi.org/10.1016/j.apcatb.2022.122203,338,4,train
R0112,https://doi.org/10.1021/acsnano.3c05782,342,4,train
R0113,https://doi.org/10.1039/d2ta03604e,344,4,train
R0114,https://doi.org/10.1016/j.compositesb.2022.109727,351,4,train
R0115,https://doi.org/10.1016/j.ensm.2022.05.029,352,4,train
R0116,https://doi.org/10.1016/j.cej.2023.143351,357,4,train
R0117,https://doi.org/10.1002/adfm.202209876,358,4,train
R0119,https://doi.org/10.1021/acsaem.3c02592,365,4,train
R0120,https://doi.org/10.1002/aenm.202204057,375,4,train
R0121,https://doi.org/10.1002/aenm.202204057,375,4,train
R0122,https://doi.org/10.1002/aenm.202204057,375,4,train
R0123,https://doi.org/10.1021/acs.nanolett.3c03025,379,4,train
R0124,https://doi.org/10.1021/acs.nanolett.3c03025,379,4,train
R0125,https://doi.org/10.6023/A22050206,381,4,train
R0126,https://doi.org/10.1016/j.jcis.2026.140244,382,4,train
R0127,https://doi.org/10.1016/j.jechem.2026.01.056,383,4,train
R0128,https://doi.org/10.1002/smll.202512953,389,4,train
R0129,https://doi.org/10.1002/smll.202512953,389,4,train
R0130,https://doi.org/10.1002/smll.202512953,389,4,train
R0131,https://doi.org/10.1002/advs.202522315,399,4,train
R0132,https://doi.org/10.1016/j.electacta.2025.147671,403,4,train
R0133,https://doi.org/10.1021/acsaem.5c03033,405,4,train
R0134,https://doi.org/10.1021/acsanm.5c04476,406,4,train
R0135,https://doi.org/10.1021/acsanm.5c04476,406,4,train
R0136,https://doi.org/10.1088/2631-6331/ae1925,408,4,train
R0137,https://doi.org/10.1002/anie.202521423,410,4,train
R0138,https://doi.org/10.1080/1536383X.2025.2583369,414,4,train
R0139,https://doi.org/10.1002/anie.202520097,415,4,train
R0140,https://doi.org/10.1016/j.jcis.2025.139355,416,4,train
R0141,https://doi.org/10.1016/j.jcis.2025.139355,416,4,train
R0142,https://doi.org/10.1021/acsnano.5c10218,423,4,train
R0143,https://doi.org/10.1021/acsnano.5c10218,423,4,train
R0144,https://doi.org/10.1002/aoc.70327,425,4,train
R0146,https://doi.org/10.1016/j.electacta.2025.146925,434,4,train
R0147,https://doi.org/10.1016/j.jcis.2025.138454,435,4,train
R0148,https://doi.org/10.1038/s41598-025-11449-1,436,4,train
R0149,https://doi.org/10.1002/anie.202509132,437,4,train
R0151,https://doi.org/10.1021/acs.iecr.5c01518,442,4,train
R0152,https://doi.org/10.1021/acs.iecr.5c01518,442,4,train
R0153,https://doi.org/10.1016/j.carbon.2025.120482,447,4,train
R0154,https://doi.org/10.1093/nsr/nwaf145,450,4,train
R0155,https://doi.org/10.1016/j.jcis.2025.137782,452,4,train
R0156,https://doi.org/10.1016/j.cej.2025.162908,457,4,train
R0157,https://doi.org/10.1016/j.cej.2025.162908,457,4,train
R0158,https://doi.org/10.1016/j.cej.2025.162908,457,4,train
R0159,https://doi.org/10.1016/j.cej.2025.162420,458,4,train
R0160,https://doi.org/10.1039/d5nr00300h,459,4,train
R0161,https://doi.org/10.1039/d5nr00300h,459,4,train
R0163,https://doi.org/10.1002/celc.202400626,470,4,train
R0167,https://doi.org/10.1002/anie.202418893,483,4,train
R0168,https://doi.org/10.1016/j.electacta.2024.145384,489,4,train
R0169,https://doi.org/10.1007/s10008-024-06115-x,494,4,train
R0173,https://doi.org/10.1021/acs.energyfuels.4c04356,498,4,train
R0174,https://doi.org/10.1002/smll.202406525,502,4,train
R0175,https://doi.org/10.1016/j.jpowsour.2024.235394,507,4,train
R0176,https://doi.org/10.1016/j.jpowsour.2024.235394,507,4,train
R0177,https://doi.org/10.1002/cey2.587,508,4,train
R0178,https://doi.org/10.1002/cey2.550,509,4,train
R0179,https://doi.org/10.1039/d4sc03242j,517,4,train
R0180,https://doi.org/10.1016/j.est.2024.112780,519,4,train
R0181,https://doi.org/10.1016/j.est.2024.112780,519,4,train
R0182,https://doi.org/10.1016/j.jcis.2024.06.137,522,4,train
R0183,https://doi.org/10.1016/j.jcis.2024.06.137,522,4,train
R0184,https://doi.org/10.1016/j.jcis.2024.06.137,522,4,train
R0185,https://doi.org/10.1002/adma.202404319,523,4,train
R0186,https://doi.org/10.1002/adma.202405440,525,4,train
R0187,https://doi.org/10.1016/j.mtener.2024.101597,526,4,train
R0188,https://doi.org/10.1016/j.jcis.2024.05.144,528,4,train
R0189,https://doi.org/10.1016/j.ijoes.2024.100602,532,4,train
R0190,https://doi.org/10.1016/j.jechem.2024.01.076,540,4,train
R0191,https://doi.org/10.1016/j.jechem.2024.01.076,540,4,train
R0192,https://doi.org/10.1016/j.jechem.2024.01.076,540,4,train
R0193,https://doi.org/10.1002/aenm.202303766,543,4,train
R0194,https://doi.org/10.1002/smtd.202301728,545,4,train
R0195,https://doi.org/10.1002/smtd.202301728,545,4,train
R0197,https://doi.org/10.1016/j.jallcom.2024.173877,549,4,train
R0003,https://doi.org/10.1016/j.apcatb.2019.118283,16,4,test
R0013,https://doi.org/10.1016/j.jelechem.2020.114124,58,4,test
R0014,https://doi.org/10.1016/j.jechem.2020.07.053,61,4,test
R0033,https://doi.org/10.1021/acsaem.0c01691,126,4,test
R0042,https://doi.org/10.1002/smll.202105752,165,4,test
R0043,https://doi.org/10.1002/smll.202105752,165,4,test
R0047,https://doi.org/10.1002/aenm.202200791,176,4,test
R0049,https://doi.org/10.1016/j.apcatb.2022.121844,181,4,test
R0058,https://doi.org/10.1016/j.electacta.2023.142096,209,4,test
R0059,https://doi.org/10.1016/j.electacta.2022.140147,211,4,test
R0062,https://doi.org/10.1002/slct.202200870,225,4,test
R0063,https://doi.org/10.1002/slct.202200870,225,4,test
R0064,https://doi.org/10.1002/slct.202200870,225,4,test
R0065,https://doi.org/10.1016/j.cej.2023.146775,227,4,test
R0066,https://doi.org/10.1073/pnas.2301439120/-/DCSupplemental,228,4,test
R0072,https://doi.org/10.1016/j.ijhydene.2023.12.023,241,4,test
R0076,https://doi.org/10.1002/admi.202102110,252,4,test
R0077,https://doi.org/10.1002/admi.202102110,252,4,test
R0081,https://doi.org/10.1021/acs.jpcc.3c01042,281,4,test
R0082,https://doi.org/10.1021/acs.jpcc.3c01042,281,4,test
R0083,https://doi.org/10.1021/acs.jpcc.3c01042,281,4,test
R0085,https://doi.org/10.1021/jacs.2c11676,287,4,test
R0096,https://doi.org/10.1002/adsu.202300510,307,4,test
R0097,https://doi.org/10.1002/adsu.202300510,307,4,test
R0098,https://doi.org/10.1002/adsu.202300510,307,4,test
R0103,https://doi.org/10.1007/s12274-022-5330-2,317,4,test
R0104,https://doi.org/10.1007/s12274-022-5330-2,317,4,test
R0105,https://doi.org/10.1007/s12274-022-5330-2,317,4,test
R0106,https://doi.org/10.1007/s12274-022-5330-2,317,4,test
R0107,https://doi.org/10.1016/j.ensm.2023.102829,320,4,test
R0110,https://doi.org/10.1002/adma.202106436,337,4,test
R0118,https://doi.org/10.1002/smll.202106707,361,4,test
R0145,https://doi.org/10.1021/acs.langmuir.5c02644,430,4,test
R0150,https://doi.org/10.1016/j.jpowsour.2025.237653,441,4,test
R0162,https://doi.org/10.1021/jacs.4c15230,463,4,test
R0164,https://doi.org/10.1016/j.esci.2024.100310,477,4,test
R0165,https://doi.org/10.1016/j.esci.2024.100310,477,4,test
R0166,https://doi.org/10.1002/smll.202406516,478,4,test
R0170,https://doi.org/10.1002/aenm.202402925,495,4,test
R0171,https://doi.org/10.1002/aenm.202402925,495,4,test
R0172,https://doi.org/10.1002/aenm.202402925,495,4,test
R0196,https://doi.org/10.1016/j.mtcomm.2024.108243,547,4,test
R0198,https://doi.org/10.1016/j.jpowsour.2024.234130,553,4,test
R0199,https://doi.org/10.1016/j.jpowsour.2024.234130,553,4,test
R0200,https://doi.org/10.1021/jacs.3c12734,554,4,test
